Czas,TempUp_C,TempDown_C,HumUp_%,HumDown_%,PeltUp_C,PeltDown_C
15:10:17,28.200001,28.500000,62.799999,63.599998,30.000000,28.312500
15:10:48,28.200001,28.500000,62.799999,63.599998,30.000000,28.875000
15:11:19,28.200001,28.500000,64.099998,63.700001,29.937500,28.875000
